name,address,type,lat,lon
QB House,"3 Lorong Liput, Singapore",hair_care,1.310762,103.795126
The Frame Society,"Holland Village, 22 Lorong Mambong, Singapore",store,1.311538,103.794968
Diana King,"25E Lorong Liput, Singapore",beauty_salon,1.310356,103.794802
The Sloane Clinic - VillageSpace branch,"43 Jalan Merah Saga, Singapore",health,1.310792,103.796577
Charlie Soh Hypnotherapy Consultancy,"43 Jalan Merah Saga, Singapore",health,1.310733,103.796553
Rustic Room,"3 Lorong Liput, Singapore",clothing_store,1.31069,103.795109
Rustic Room,"211 Holland Ave, Singapore",clothing_store,1.309979,103.79516
TLC Medical Practice Pte Ltd,"27 Lorong Liput, Singapore",doctor,1.310406,103.794842
Dazzling Style & Beauty,"211 Holland Ave, Singapore",beauty_salon,1.310224,103.795441
Pure Earth,"211 Holland Ave, Singapore",clothing_store,1.310157,103.795401
Love for Earth,"211 Holland Ave, Singapore",clothing_store,1.309979,103.79516
Singapore Food Delight Mfr Pte Ltd,"8A Admiralty St, Singapore",food,1.463076,103.81437
Wee Kee Catering Pte Ltd,"8A Admiralty St, Singapore",food,1.463206,103.815045
Masterpiece (Meisterwerks Pte Ltd),Singapore,moving_company,1.461915,103.814504
Kiom Kee Food Pte Ltd (halal Dim Sum),"8a Admiralty Street, #06-41, Singapore",restaurant,1.462788,103.814381
Oh\'s Farm Catering (F&B) Pte. Ltd.,"8A Admiralty St, Singapore",food,1.463076,103.81437
Rajah Mas Catering Pte Ltd,"8A Admiralty St, Singapore",food,1.463206,103.815045
One Paradise Central Kitchen,"8a Admiralty Street, #01-15/16, Singapore",restaurant,1.462788,103.814381
Kampong 18,"8A Admiralty St, Singapore",food,1.463076,103.81437
Occasions Catering Pte Ltd,"8A Admiralty St, Singapore",food,1.463076,103.81437
Foodfest F&B Pte Ltd,"8A Admiralty St, Singapore",food,1.463076,103.81437
Bake Inc. Pte Ltd,"8A Admiralty St, Singapore",food,1.463076,103.81437
One Paradise Pte Ltd,"8A Admiralty St, Singapore",food,1.463076,103.81437
E-Motive Display Pte Ltd,"8 Admiralty St, Singapore",electronics_store,1.46213,103.815813
Omni Nutrition Pte Ltd,"8A Admiralty St, Singapore",food,1.463076,103.81437
Sarpinos Pizzeria - Woodlands,"8A Admiralty St, Singapore",food,1.463076,103.81437
Quayside Quality Food,"8A Admiralty St, Singapore",restaurant,1.463076,103.81437
The Organic Baker Pte Ltd,"8A Admiralty St, Singapore",bakery,1.463076,103.81437
Sayerlack Singapore Pte Ltd,"8 Admiralty St, Singapore",furniture_store,1.46213,103.815813
Luxe Catering Pte Ltd,"8A Admiralty St, Singapore",food,1.463076,103.81437
Creganna-Tactx Medical,"8 Admiralty St, Singapore",health,1.462136,103.815797
PTA Pte Ltd,"8A Admiralty St, Singapore",food,1.463076,103.81437
Big Ben\'s Pies,"8A Admiralty St, Singapore",grocery_or_supermarket,1.463076,103.81437
Belmonte Latin Foods,"8A Admiralty St, Singapore",food,1.463076,103.81437
Gourmet Cuisine Pte Ltd,"8A Admiralty St, Singapore",restaurant,1.463076,103.81437
AngelFlorist,"8 Admiralty St, Singapore",florist,1.462136,103.815797
Highlander Coffee Pte Ltd,"8A Admiralty St, Singapore",food,1.463076,103.81437
Symarom (Asia) Pte Ltd,Singapore,food,1.463076,103.81437
V-Concepts Pte Ltd,"8B , Admiralty Street, #07-21, Singapore",home_goods_store,1.462334,103.815732
How\'s Catering,"8A, Admiralty Street #03-21 FoodXchange @ Admiralty, Admiralty St, Singapore",food,1.463061,103.814664
Buddhist Fellowship,"Telok Blangah Street 31, Singapore",place_of_worship,1.27227,103.806206
Old Kim Guan,"#02-37 ARC, 460 Alexandra Rd, Singapore",meal_takeaway,1.273773,103.801078
Onaka Restaurant & Wine Bar @ ARC,"460 Alexandra Rd, Singapore",restaurant,1.273644,103.801594
Hyper Island,"991B Alexandra Rd, Singapore",school,1.273889,103.803415
Portico Singapore,"#01-10, 991B Alexandra Rd, Singapore",restaurant,1.273889,103.803415
Bintan Resort Ferries Pte Ltd,"991D Alexandra Rd #01-20/21, Singapore",lodging,1.273149,103.803808
"BBQ Chicken (Alexandra Retail Centre, PSA)","460 Alexandra Road, #01-02 PSA Building (Alexandra Retail Centre), Singapore",restaurant,1.274093,103.800825
Bintan Resorts International Pte Ltd,"991 B Alexandra Road, #04-08, Singapore",lodging,1.273712,103.8035
Opus Offshore Pte Ltd,"Alexandra Rd, Singapore",general_contractor,1.273644,103.801594
Mondi Lifestyle Pte. Ltd.,"1 Pasir Panjang Road, Singapore",furniture_store,1.271188,103.802065
Original Hock Lam St. Beef Kway Teow,"460 Alexandra Rd, Singapore",restaurant,1.273644,103.801594
KIB Insurance Brokers (S) Pte Ltd,"Alexandra Rd, Singapore",insurance_agency,1.273673,103.801381
Sound Global Holdings Ltd (formerly Epure International Ltd),"Alexandra Rd, Singapore",finance,1.273673,103.801381
Taiwanese Embassy in Singapore,"Alexandra Rd, Singapore",embassy,1.273644,103.801594
Fullerton Healthcare Group - Alexandra Retail Centre,"460 Alexandra Rd, Singapore",health,1.273644,103.801594
Gate Gourmet,"Alexandra Rd, Singapore",food,1.273644,103.801594
Fujikura Asia Limited,"460 Alexandra Rd, Singapore",electronics_store,1.273644,103.801594
Spinelli Coffee Company - The ARC,Singapore,food,1.273673,103.801381
Alexandra Retail Centre,"460 Alexandra Rd, Singapore",real_estate_agency,1.273644,103.801594
The Soup Spoon,Singapore,restaurant,1.273673,103.801381
Gallant Venture Ltd.,"991A Alexandra Rd, Singapore",finance,1.273883,103.803231
Art Boot Camp - Alexandra Campus,"460 Alexandra Rd, Singapore",school,1.273644,103.801594
EsBoudoir - ARC,"460 Alexandra Rd, Singapore",beauty_salon,1.273644,103.801594
Daco Marketing - PSA Building,Singapore,home_goods_store,1.273673,103.801381
Barcook Bakery - Alexandra Retail Centre,"460 Alexandra Rd, Singapore",bakery,1.273644,103.801594
Audio & Photo Distribution Pte Ltd,"3E Pasir Panjang Rd, Singapore",store,1.272637,103.801318
QB House - Alexandra Retail Centre (ARC),Singapore,beauty_salon,1.273673,103.801381
Bata,"460 Alexandra Rd, Singapore",shoe_store,1.273644,103.801594
Fresh - Healthy Cafe,Singapore,restaurant,1.273673,103.801381
DG Lifestyle Store,"460 Alexandra Rd, Singapore",electronics_store,1.273644,103.801594
Yoguru - PSA Building,Singapore,grocery_or_supermarket,1.273673,103.801381
Umi Sushi,"460 Alexandra Rd, Singapore",restaurant,1.273644,103.801594
Arc of Life Chiropractic Pte Ltd - Alexandra Retail Centre,Singapore,health,1.273673,103.801381
Hanjin Logistics Singapore Pte Ltd,"460 Alexandra Rd, Singapore",storage,1.273644,103.801594
Adventus Singapore Pte Ltd,"460 Alexandra Rd, Singapore",store,1.273644,103.801594
Richzone Properties Investment Pte Ltd,"991A Alexandra Rd, Singapore",finance,1.274292,103.803718
Mapletree Industrial Trust Management Ltd,"Alexandra Rd, Singapore",real_estate_agency,1.273644,103.801594
Australia Real Estate,"460 Alexandra Rd, Singapore",real_estate_agency,1.273279,103.801596
Shin-Sapporo Ramen,"460 Alexandra Rd, Singapore",restaurant,1.273644,103.801594
Millennia Institute,"60 Bukit Batok West Avenue 8, Singapore",school,1.351105,103.741306
Bukit Batok Secondary School,"50 Bukit Batok West Avenue 8, Singapore",school,1.348506,103.740867
Princess Elizabeth Primary School,"30 Bukit Batok West Avenue 3, Singapore",school,1.349482,103.740866
St Luke\'s Hospital,"2 Bukit Batok Street 11, Singapore",hospital,1.349345,103.742008
Japanese Buffet Singapore,"Blk 139 Bt Batok West, #04-427, Singapore",restaurant,1.351061,103.744181
Bukit Batok Presbyterian Church,"21 Bukit Batok Street 11, Singapore",church,1.34942,103.74319
Teochew Cuisine Restaurant,"Blk 132 Bukit Batok West Avenue 6 #01-300, Singapore",restaurant,1.350514,103.745608
Canadian Pizza,"164 Bukit Batok Street 11, Singapore",restaurant,1.347864,103.7432
Contours Express Bukit Batok,"158 Bukit Batok Street 11, Singapore",gym,1.348835,103.743178
Peter Pest Control Service Co Pte Ltd,"153 Bukit Batok Street 11, Singapore",home_goods_store,1.347565,103.744291
Snip Avenue (Blk 156 Bukit Batok),"156 Bukit Batok Street 11, Singapore",beauty_salon,1.348269,103.743837
Prime Supermarket,"159 Bukit Batok Street 11, Singapore",grocery_or_supermarket,1.348537,103.742436
bbq catering services singapore,"blk 139 bukit batok west ave 6, #04-427, Singapore",food,1.351061,103.744181
Best Thai Restaurants in Singapore,"Blk 139, #04-427, Bukit Batok West Avenue 6, Singapore",restaurant,1.351061,103.744181
Islandwide Locksmith & Trading,"157 Bukit Batok Street 11, Singapore",locksmith,1.348866,103.743735
Tingkat Dinner Delivery Singapore,"Block 139, #04-427, Bukit Batok West Avenue 6, Singapore",food,1.351061,103.744181
Japanese Restaurants in sg ( singapore ),"Block 139, #04-427, Bukit Batok West Ave 6, Singapore",restaurant,1.351061,103.744181
Thai Buffet Restaurants in Singapore ( SG ),"Block 139, #04-427, Bukit Batok West Avenue 6, Singapore",restaurant,1.351061,103.744181
Jia Yu Chun Face & Body Spa,"150 Bukit Batok Street 11, Singapore",beauty_salon,1.348866,103.743729
Gin Thye Cake Maker,"153 Bukit Batok Street 11, Singapore",bakery,1.348167,103.744352
sg buffet restaurants,"block 139, Bukit Batok west , avenue 6, #04-427, Singapore",restaurant,1.351061,103.744181
1for 1 Buffet Dining Promotions Singapore,"Blk 139, #04-427, Bukit Batok West Avenue 6, Singapore",restaurant,1.351061,103.744181
Lam Chuan Construction Pte Ltd,"Thong Hoe Dental Surgery #04-300, 153 Bukit Batok Street 11 (S)650153, Singapore",general_contractor,1.347549,103.744287
Nardia Laboratory Centre,"Blk 153 Bukit Batok West St 11 #01-286, Singapore",beauty_salon,1.348203,103.744122
Eden School,"101 Bukit Batok West Avenue 3, Singapore",school,1.351511,103.742986
Jew Kit Hainanese Chicken Rice - 155 Bukit Batok,"155 Bukit Batok Street 11, Singapore",restaurant,1.348013,103.743565
Qifa Primary School,Singapore,school,1.312678,103.75685
Japanese Kindergarten,"251 West Coast Road, Singapore",school,1.31396,103.754203
Rasel Catering Singapore,"155 Pandan Loop, Singapore",food,1.311903,103.75399
Japanese Secondary School,Singapore,school,1.311312,103.756344
Hong Food Supplier Pte Ltd,"157 Pandan Loop, Singapore",food,1.312038,103.753961
Best Laundry & Dry Cleaning,"505 W Coast Dr, Singapore",laundry,1.311814,103.76009
Skyland Gardening Pte Ltd,"15 Pandan Loop, Singapore",home_goods_store,1.310173,103.755383
Uniq Luxe,Singapore,travel_agency,1.315971,103.760243
Charlton Design Pte Ltd,"140 W Coast Way, Singapore",home_goods_store,1.316512,103.757354
Chocoworks Pte. Ltd.,"182 W Coast Way, Singapore",food,1.316135,103.757156
Wilterm Engineering Pte Ltd,"19 Pandan Loop, Singapore",car_repair,1.310095,103.755285
Believenj Pte Ltd,"186 W Coast Way, Singapore",cafe,1.315886,103.755715
Fong Yit Kaya Pte Ltd,"163 Pandan Loop, Singapore",food,1.312471,103.754144
Huber\'s Butchery & Bistro - Pandan Loop,"161 Pandan Loop, Singapore",restaurant,1.312367,103.754129
Young Women\'s Christian Association Of Singapore,"510 W Coast Dr, Singapore",school,1.310836,103.760683
The Prata Place,"1 Thong Soon Ave, Singapore",restaurant,1.397195,103.818891
Pharmatrial Pte Ltd,"41 Springleaf Ave, Singapore",store,1.399555,103.821272
Ginny and Friends,"9 Thong Soon Ave, Singapore",pet_store,1.397823,103.819086
SOQ Nails,"1 Springleaf Garden, Singapore",beauty_salon,1.399102,103.821022
East Coast Primary School,Singapore,school,1.329431,103.92006
NPS International School,"10 Chai Chee Ln, Singapore",school,1.330369,103.920183
Damai Primary School,Singapore,school,1.335554,103.92119
Bedok Church of Christ,"1260 Bedok Reservoir Rd, Singapore",church,1.33336,103.91629
Estil Furnishing,"514 Chai Chee Ln, Singapore",home_goods_store,1.330077,103.918986
Taime Pte Ltd,"514 Chai Chee Ln, Singapore",store,1.330077,103.918986
Kedaung Tabletop Pte Ltd,"512 Chai Chee Ln, Singapore",finance,1.329718,103.917303
Bridgemen Holdings Pte. Ltd.,"512 Chai Chee Ln, Singapore",home_goods_store,1.330607,103.917536
Flame Spray Technologies Pte Ltd,"512 Chai Chee Ln, Singapore",store,1.330276,103.917753
Advanced Micro Devices (S) Pte Ltd,"508 Chai Chee Ln, Singapore",electronics_store,1.330043,103.916575
VitalGear,"512 Chai Chee Ln, Singapore",store,1.329771,103.917189
Davex Singapore Pte Ltd,"512 Chai Chee Ln, Singapore",home_goods_store,1.329771,103.917189
Parade Industries Pte Ltd,"ATM, JTC Chai Chee (DBS) #06-18, 514 Chai Chee Lane (S)469029, Singapore",store,1.330117,103.91836
Yageo Corpporation (South ASia) Pte Ltd,"514 Chai Chee Ln, Singapore",electronics_store,1.330077,103.918986
Pharmaceutical House Pte Ltd,"514 Chai Chee Ln, Singapore",health,1.330077,103.918986
Phycomp S\'pore Pte Ltd,"514 Chai Chee Ln, Singapore",electronics_store,1.330077,103.918986
Broadway Food Centre (Chai Chee),"510 Chai Chee Ln, Singapore",restaurant,1.32953,103.9181
Zealous Mover,"512 Chai Chee Ln, Singapore",storage,1.330224,103.917651
Persatuan Pemudi Islam Singapura (PPIS) - Child Development Centre-Bedok Res,"Block 709, Bedok Reservoir Road, #01-3854, Singapore",school,1.33534,103.92243
Memory Electrical And Sound Productions,"536 Bedok North Street 3, Singapore",electrician,1.33349,103.923064
Cheong Hock Guan,"512 Chai Chee Ln, Singapore",department_store,1.32941,103.917479
Falcon Paper Products (s) Pte Ltd,"#01-04, 512 Chai Chee Ln, Singapore",store,1.330578,103.917339
HRD Professional Handyman Pte Ltd,"9003 Tampines Street 93, Singapore",painter,1.352082,103.819835
Soo Kee Jewellery (Ang Mo Kio Hub),"Ang Mo Kio Hub #01-07, Singapore",department_store,1.352083,103.819836
Toys "R" Us - Forum The Shopping Mall,"Forum The Shopping Mall #03-03/25, Singapore",store,1.352083,103.819836
Rulang Primary School,"6 Jurong West Street 52, Singapore",school,1.34694,103.71896
Shuqun Primary School,"8 Jurong West Street 51, Singapore",school,1.347182,103.721538
Qun Jian Medical Hall,"BLK 517 Jurong West Street 52, #01-85, Singapore",doctor,1.346052,103.719657
Property Agent Singapore,"31 Jurong West Street 41, Singapore",real_estate_agency,1.34524,103.722871
GOW TCM Healthcare,"Blk 510 JURONG WEST STREET 51, #08 - 106, Singapore",health,1.348466,103.719462
Vets for Pets,"519 Jurong West Street 52, Singapore",veterinary_care,1.345587,103.717603
Mummy Mentor,"Jurong West Street 41, Singapore",health,1.34524,103.722871
Singapure Finance,"501 Jurong West Street 51, Singapore",bank,1.349751,103.719351
LCT Renovation Pte Ltd,"506 Jurong West Street 51, Singapore",home_goods_store,1.348052,103.720186
Sleeppost,"456 Jurong West Street 41, Singapore",furniture_store,1.349813,103.721231
Citispa,"504 Jurong West Street 51, Singapore",spa,1.349727,103.719013
Hwa Li Design,"506 Jurong West Street 51, Singapore",home_goods_store,1.348052,103.720186
Fragrance Foodstuff Pte Ltd - Jurong West St 51,"Block 504 Jurong West Street 51, #01-243, Singapore",restaurant,1.349705,103.719411
Global Art - Jurong West,"Block 504 Jurong West Street 51, #02-209, 640504, Singapore",school,1.349316,103.719035
Stars Technologies,"501 Jurong West Street 51, Singapore",electronics_store,1.349751,103.719351
Soon Yi Pawnshop Pte Ltd - Jurong,"Block 507, Jurong West Street 52, #01-154, 640507, Singapore",store,1.349193,103.718373
Jurong Town Council,"509 Jurong West Street 51, Singapore",local_government_office,1.348703,103.719325
Paradise Inn - Greenwich V,"1 Seletar Rd, #02-05/06 Greenwich V, Singapore",restaurant,1.386961,103.869343
Empire State,"1 Seletar Rd, Singapore",restaurant,1.38724,103.869766
Berrylite Greenwich V,"1, Seletar Road, #01-08, Singapore",store,1.382765,103.868423
Homely.SG | Home Designs | Interior Designers | Residential Renovation | Singapore,"41 Stratton Dr, Singapore",furniture_store,1.382012,103.865621
Selvni Pte Ltd,"1 Seletar Rd, Singapore",food,1.387154,103.86865
HUA Language Centre - Greenwich,"1 Seletar Rd, Singapore",school,1.387154,103.86865
Cold Stone Creamery,"1 Seletar Rd, Singapore",food,1.387154,103.86865
Awfully Chocolate - Greenwich V,"1 Seletar Rd, Singapore",food,1.387154,103.86865
Wine Connection @ Greenwich V,"21 Seletar Rd, Singapore",liquor_store,1.387345,103.86871
Chung Cheng High School -Yishun,"11 Yishun Street 61, Singapore",school,1.419574,103.836975
Herbalife Independent Distributor@Khatib/Yishun/Sembawang/Woodland/Jurong East,"615 Yishun Ring Rd, Singapore",health,1.419652,103.835301
Empayarku,"Yishun Street 61, Singapore",home_goods_store,1.422369,103.835735
National Healthcare Group Pharmacy - Yishun,"100 Yishun Central, Singapore",pharmacy,1.423471,103.837186
Life Community Services Society - Yishun,"611 Yishun Street 61, Singapore",school,1.420179,103.83599
Cafe Galilee,"53 Margaret Dr, Singapore",cafe,1.298591,103.805451
SingHealth Polyclinics,"580 Sterling Road, Singapore",health,1.298518,103.801025
Queenstown Public Library,"53 Margaret Dr, Singapore",library,1.29864,103.805358
Masjid Mujahidin,"590 Stirling Rd, Singapore",mosque,1.29819,103.80101
Shell Commonwealth,Singapore,gas_station,1.297478,103.803275
Budget Capital PTE LTD,"49 Stirling Rd, Singapore",finance,1.297469,103.802163
Church of Our Saviour,"130 Margaret, Singapore",church,1.298897,103.803088
Assumption English School,"622 Upper Bukit Timah Rd, Singapore",school,1.302218,103.800835
The fishermen Of Christ Fellowship Ltd,"Golden City Theatre Building, 132 Margaret Drive (S)149301, Singapore",church,1.299016,103.803648
Rainbow Centre,"51 Margaret Dr, Singapore",school,1.299029,103.804808
Queenstown Sports Complex,"473 Stirling Road, Singapore",stadium,1.29678,103.80184
Grasio Sports Silat School - Queenstown CC,"365 Commonwealth Ave, Singapore",school,1.299122,103.801473
Early Psychosis Intervention Programme (EPIP),"580 Stirling Rd, Singapore",health,1.298484,103.800959
Institute of Mental Health,"580 Stirling Rd, Singapore",health,1.298507,103.801424
Bonsai Gallery (Singapore) Pte Ltd,"60 Jalan Penjara, Singapore",home_goods_store,1.29928,103.807076
United World College,Singapore,school,1.302756,103.777504
United World College of South East Asia - Dover Campus,"1207 Dover Road, Singapore",school,1.303331,103.777763
Anglo-Chinese School (Independent),"121 Dover Road, Singapore",school,1.302275,103.780089
Dover Court Preparatory School,"Dover Court Preparatory School 301 Dover Road Singapore 139644, Singapore",school,1.305583,103.779139
Saint Johns-st Margarets Church,Singapore,church,1.306683,103.782301
Broadway Food Centre,"28 Dover Crescent #01-97, Singapore",restaurant,1.304357,103.781943
Living Waters Methodist Church,"121 Dover Rd, Singapore",church,1.302189,103.780078
Food Haven By The Park Pte Ltd,"10 Dover Drive, Singapore",food,1.300567,103.778885
SE Hub Ltd - Investment Office,"500 Dover Road, InnoVillage @ SP, Singapore Polytechnic, Singapore",finance,1.307147,103.779098
Sexual Assault Care Centre,"5 Dover Crescent, Singapore",health,1.304316,103.782266
